figure_id,Collection,Compartment,OMEROFigurelink,image,Flybase_ID,FlyBase link,Gene,Is RNA in MB neuropil?,Is protein in MB neuropil?_x,Is RNA in MB neuropil?,Is protein expressed in MB neuropil?,Is RNA in OL neuropil?_y,Is protein in OL neuropil?_y,Is RNA in NMJ axon?,Is protein in NMJ axon?,"Cell-specific transcription, CB?_x","Intercellular protein:RNA discordance, CB?_x","Cell-specific transcription, CB?_y","Intercellular protein:RNA discordance, CB?_y",Revise figure?,RNA expressed in CB?_x,Punctate CB?_x,RNA expressed in CB?_y,Protein expressedin CB?_y,Protein expressed in CB?_x,"Data interpretable, MB?_x","Data interpretable, CB?_y",Punctate in CB?_y,neurite_RNA_enrich,brain_RNAseq,brain_Syp_RIP_seq,CNS_Imp_RIP_seq,goAnnotation_x,goAnnotation_y
2138944,CPTI001284,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138944,2138944.png,FBgn0000253,http://flybase.org/reports/FBgn0000253,Cam,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,28423.66667,69074.33333,127586,actin filament-based movement;adaptation of rhodopsin mediated signaling;calcium-mediated signaling;cellular response to ethanol;centriole replication;deactivation of rhodopsin mediated signaling;kinetochore organization;metarhodopsin inactivation;microtubule cytoskeleton organization;muscle cell cellular homeostasis;photoreceptor cell axon guidance;positive regulation of cation channel activity;protein phosphorylation;regulation of light-activated channel activity;rhabdomere development;rhodopsin mediated signaling pathway;salivary gland cell autophagic cell death;sensory perception of smell;sensory perception of sound,actin filament-based movement;adaptation of rhodopsin mediated signaling;calcium-mediated signaling;cellular response to ethanol;centriole replication;deactivation of rhodopsin mediated signaling;kinetochore organization;metarhodopsin inactivation;microtubule cytoskeleton organization;muscle cell cellular homeostasis;photoreceptor cell axon guidance;positive regulation of cation channel activity;protein phosphorylation;regulation of light-activated channel activity;rhabdomere development;rhodopsin mediated signaling pathway;salivary gland cell autophagic cell death;sensory perception of smell;sensory perception of sound
2138909,CPTI001409,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138909,2138909.png,FBgn0000392,http://flybase.org/reports/FBgn0000392,cup,no,no,no,no,no,no,no,no,yes,no,no,no,no,both,yes,both,both,both,yes,yes,yes,,0,0,0,dorsal/ventral pattern formation;female meiotic nuclear division;intracellular mRNA localization;meiotic chromosome segregation;negative regulation of oskar mRNA translation;negative regulation of translation;oocyte growth in germarium-derived egg chamber;oogenesis;ovarian follicle cell migration;regulation of pole plasm oskar mRNA localization;regulation of synaptic growth at neuromuscular junction,dorsal/ventral pattern formation;female meiotic nuclear division;intracellular mRNA localization;meiotic chromosome segregation;negative regulation of oskar mRNA translation;negative regulation of translation;oocyte growth in germarium-derived egg chamber;oogenesis;ovarian follicle cell migration;regulation of pole plasm oskar mRNA localization;regulation of synaptic growth at neuromuscular junction
2138853,CPTI001414,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138853,2138853.png,FBgn0028622,http://flybase.org/reports/FBgn0028622,qsm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,,123.3333333,60.33333333,40,cell morphogenesis;locomotor rhythm,cell morphogenesis;locomotor rhythm
2138682,CPTI001430,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138682,2138682.png,FBgn0040207,http://flybase.org/reports/FBgn0040207,kat80,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,,1335.333333,554.6666667,575,dorsal appendage formation;microtubule depolymerization;microtubule severing,dorsal appendage formation;microtubule depolymerization;microtubule severing
2138566,CPTI001455,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138566,2138566.png,FBgn0015777,http://flybase.org/reports/FBgn0015777,nrv2,no,no,no,no,no,yes,no,no,no,no,no,no,yes,progeny,yes,both,both,progeny,yes,yes,yes,1,2263.333333,1767,2958,"cation transport;cell adhesion involved in heart morphogenesis;cellular potassium ion homeostasis;cellular sodium ion homeostasis;establishment of glial blood-brain barrier;open tracheal system development;potassium ion import across plasma membrane;regulation of tube diameter, open tracheal system;regulation of tube length, open tracheal system;regulation of tube size, open tracheal system;sensory perception of sound;septate junction assembly;sodium ion export across plasma membrane","cation transport;cell adhesion involved in heart morphogenesis;cellular potassium ion homeostasis;cellular sodium ion homeostasis;establishment of glial blood-brain barrier;open tracheal system development;potassium ion import across plasma membrane;regulation of tube diameter, open tracheal system;regulation of tube length, open tracheal system;regulation of tube size, open tracheal system;sensory perception of sound;septate junction assembly;sodium ion export across plasma membrane"
2138505,CPTI001457,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138505,2138505.png,FBgn0010905,http://flybase.org/reports/FBgn0010905,Spn,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,both,no,no,no,both,no,yes,no,,12587,14761,6067,actin filament organization;calcium-mediated signaling;negative regulation of presynaptic active zone assembly;neuron projection development,actin filament organization;calcium-mediated signaling;negative regulation of presynaptic active zone assembly;neuron projection development
2138728,CPTI001473,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138728,2138728.png,FBgn0041605,http://flybase.org/reports/FBgn0041605,cpx,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,,10858.66667,11741.66667,6288,modulation of chemical synaptic transmission;negative regulation of neurotransmitter secretion;neuromuscular synaptic transmission;regulation of neurotransmitter secretion;synaptic growth at neuromuscular junction;synaptic vesicle exocytosis,modulation of chemical synaptic transmission;negative regulation of neurotransmitter secretion;neuromuscular synaptic transmission;regulation of neurotransmitter secretion;synaptic growth at neuromuscular junction;synaptic vesicle exocytosis
2138936,CPTI001580,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138936,2138936.png,FBgn0022382,http://flybase.org/reports/FBgn0022382,Pka-R2,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,4358,5076.333333,3443,axon guidance;behavioral response to cocaine;behavioral response to ethanol;cGMP-mediated signaling;cellular response to ethanol;circadian rhythm;locomotor rhythm;regulation of protein phosphorylation;rhythmic behavior,axon guidance;behavioral response to cocaine;behavioral response to ethanol;cGMP-mediated signaling;cellular response to ethanol;circadian rhythm;locomotor rhythm;regulation of protein phosphorylation;rhythmic behavior
2138255,CPTI001586,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138255,2138255.png,FBgn0259735,http://flybase.org/reports/FBgn0259735,CG42389,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,both,no,both,both,both,yes,yes,no,,4545,6152,2938,biological_process,biological_process
2138464,CPTI001595,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138464,2138464.png,FBgn0016977,http://flybase.org/reports/FBgn0016977,spen,no,no,no,no,no,no,no,no,no,no,no,no,yes,both,no,no,no,both,yes,yes,no,,44151,70862,11643,"axon guidance;compound eye development;defense response to fungus;epidermal growth factor receptor signaling pathway;establishment of thoracic bristle planar orientation;glial cell fate determination;imaginal disc-derived wing vein morphogenesis;maintenance of imaginal disc-derived wing hair orientation;neuroblast fate determination;peripheral nervous system development;positive regulation of canonical Wnt signaling pathway;regulation of transcription, DNA-templated;segment specification;transcription, DNA-templated;wing disc pattern formation","axon guidance;compound eye development;defense response to fungus;epidermal growth factor receptor signaling pathway;establishment of thoracic bristle planar orientation;glial cell fate determination;imaginal disc-derived wing vein morphogenesis;maintenance of imaginal disc-derived wing hair orientation;neuroblast fate determination;peripheral nervous system development;positive regulation of canonical Wnt signaling pathway;regulation of transcription, DNA-templated;segment specification;transcription, DNA-templated;wing disc pattern formation"
2137923,CPTI001658,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137923,2137923.png,FBgn0010316,http://flybase.org/reports/FBgn0010316,dap,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,,1107.333333,1469.666667,1467,"cell cycle arrest;germarium-derived oocyte fate determination;germline cell cycle switching, mitotic to meiotic cell cycle;histoblast morphogenesis;mitotic cell cycle;negative regulation of G1/S transition of mitotic cell cycle;negative regulation of protein dephosphorylation;negative regulation of protein serine/threonine kinase activity;oogenesis;premeiotic DNA replication;regulation of cyclin-dependent protein serine/threonine kinase activity;regulation of protein kinase activity;sensory organ precursor cell division;ventral cord development","cell cycle arrest;germarium-derived oocyte fate determination;germline cell cycle switching, mitotic to meiotic cell cycle;histoblast morphogenesis;mitotic cell cycle;negative regulation of G1/S transition of mitotic cell cycle;negative regulation of protein dephosphorylation;negative regulation of protein serine/threonine kinase activity;oogenesis;premeiotic DNA replication;regulation of cyclin-dependent protein serine/threonine kinase activity;regulation of protein kinase activity;sensory organ precursor cell division;ventral cord development"
2138747,CPTI001659,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138747,2138747.png,FBgn0030400,http://flybase.org/reports/FBgn0030400,CG11138,no,no,no,no,no,no,yes,yes,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,5097.333333,11752.33333,7023,regulation of gene expression;regulation of transcription by RNA polymerase II,regulation of gene expression;regulation of transcription by RNA polymerase II
2137911,CPTI001678,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137911,2137911.png,FBgn0004456,http://flybase.org/reports/FBgn0004456,mew,no,no,no,no,yes,yes,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,881,820.6666667,300,"actin filament organization;apposition of dorsal and ventral imaginal disc-derived wing surfaces;axon guidance;axonal defasciculation;cell adhesion;cell adhesion mediated by integrin;cell differentiation;cell migration;cell-cell adhesion;ectodermal digestive tract morphogenesis;heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules;imaginal disc-derived wing morphogenesis;maintenance of epithelial integrity, open tracheal system;midgut development;muscle attachment;salivary gland boundary specification;salivary gland development;salivary gland morphogenesis;sensory perception of smell;substrate adhesion-dependent cell spreading","actin filament organization;apposition of dorsal and ventral imaginal disc-derived wing surfaces;axon guidance;axonal defasciculation;cell adhesion;cell adhesion mediated by integrin;cell differentiation;cell migration;cell-cell adhesion;ectodermal digestive tract morphogenesis;heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules;imaginal disc-derived wing morphogenesis;maintenance of epithelial integrity, open tracheal system;midgut development;muscle attachment;salivary gland boundary specification;salivary gland development;salivary gland morphogenesis;sensory perception of smell;substrate adhesion-dependent cell spreading"
2137803,CPTI001685,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137803,2137803.png,FBgn0026721,http://flybase.org/reports/FBgn0026721,fat-spondin,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,no,no,both,yes,yes,no,,164.3333333,40,39,cell adhesion,cell adhesion
2138167,CPTI001693,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138167,2138167.png,FBgn0004868,http://flybase.org/reports/FBgn0004868,Gdi,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,both,yes,both,both,both,yes,yes,yes,,9228,7330,7525,neurotransmitter secretion;protein transport;small GTPase mediated signal transduction;vesicle-mediated transport,neurotransmitter secretion;protein transport;small GTPase mediated signal transduction;vesicle-mediated transport
2138363,CPTI001709,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138363,2138363.png,FBgn0001098,http://flybase.org/reports/FBgn0001098,Gdh,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1,1760.333333,1279,1701,NADH oxidation;glutamate catabolic process;glutamate catabolic process to 2-oxoglutarate;glutamate metabolic process;sperm storage,NADH oxidation;glutamate catabolic process;glutamate catabolic process to 2-oxoglutarate;glutamate metabolic process;sperm storage
2138431,CPTI001728,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138431,2138431.png,FBgn0004167,http://flybase.org/reports/FBgn0004167,kst,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,,4452,2279.666667,219,endocytosis;endosome transport via multivesicular body sorting pathway;ovarian follicle cell development;plasma membrane organization;regulation of multivesicular body size involved in endosome transport;wound healing;zonula adherens assembly,endocytosis;endosome transport via multivesicular body sorting pathway;ovarian follicle cell development;plasma membrane organization;regulation of multivesicular body size involved in endosome transport;wound healing;zonula adherens assembly
2137977,CPTI001735,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137977,2137977.png,FBgn0262743,http://flybase.org/reports/FBgn0262743,Fs(2)Ket,no,no,no,no,no,no,no,no,no,no,no,no,no,both,yes,both,both,both,yes,yes,no,1,6538.666667,7610.666667,2521,NLS-bearing protein import into nucleus;chorion-containing eggshell formation;mitotic cell cycle;protein import into nucleus;regulation of nucleocytoplasmic transport,NLS-bearing protein import into nucleus;chorion-containing eggshell formation;mitotic cell cycle;protein import into nucleus;regulation of nucleocytoplasmic transport
2138452,CPTI001740,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138452,2138452.png,FBgn0029939,http://flybase.org/reports/FBgn0029939,CG9650,no,no,no,no,no,no,no,no,yes,no,no,no,no,progeny,no,no,no,progeny,no,yes,no,,5696,14854.33333,2926,"multicellular organism development;negative regulation of peptide hormone secretion;regulation of transcription, DNA-templated","multicellular organism development;negative regulation of peptide hormone secretion;regulation of transcription, DNA-templated"
2138758,CPTI001769,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138758,2138758.png,FBgn0053196,http://flybase.org/reports/FBgn0053196,dpy,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,,1692,1238.333333,142,"apposition of dorsal and ventral imaginal disc-derived wing surfaces;chitin-based cuticle attachment to epithelium;chitin-based embryonic cuticle biosynthetic process;open tracheal system development;regulation of imaginal disc-derived wing size;regulation of transcription, DNA-templated","apposition of dorsal and ventral imaginal disc-derived wing surfaces;chitin-based cuticle attachment to epithelium;chitin-based embryonic cuticle biosynthetic process;open tracheal system development;regulation of imaginal disc-derived wing size;regulation of transcription, DNA-templated"
2138259,CPTI001771,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138259,2138259.png,FBgn0051694,http://flybase.org/reports/FBgn0051694,CG31694,no,no,no,no,no,no,no,no,no,no,no,no,yes,both,no,both,both,both,yes,yes,no,1,1557,890.6666667,885,,
2138856,CPTI001775,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138856,2138856.png,FBgn0032949,http://flybase.org/reports/FBgn0032949,Lamp1,no,no,no,no,yes,yes,no,no,no,no,no,no,no,both,yes,both,both,both,yes,yes,yes,,2412,1029.666667,771,establishment of protein localization to organelle,establishment of protein localization to organelle
2138585,CPTI001879,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138585,2138585.png,FBgn0023215,http://flybase.org/reports/FBgn0023215,Mnt,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,progeny,progeny,both,yes,yes,no,,3375.333333,10890.33333,14702,"negative regulation of cell growth;negative regulation of transcription by RNA polymerase II;regulation of cell cycle;regulation of transcription, DNA-templated","negative regulation of cell growth;negative regulation of transcription by RNA polymerase II;regulation of cell cycle;regulation of transcription, DNA-templated"
2137812,CPTI001880,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137812,2137812.png,FBgn0014007,http://flybase.org/reports/FBgn0014007,Ptp69D,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,both,no,no,no,both,yes,yes,no,,3493,661.3333333,543,axon guidance;defasciculation of motor neuron axon;dendrite morphogenesis;fasciculation of sensory neuron axon;motor neuron axon guidance;peptidyl-tyrosine dephosphorylation;protein dephosphorylation;synaptic target inhibition,axon guidance;defasciculation of motor neuron axon;dendrite morphogenesis;fasciculation of sensory neuron axon;motor neuron axon guidance;peptidyl-tyrosine dephosphorylation;protein dephosphorylation;synaptic target inhibition
2137985,CPTI001962,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137985,2137985.png,FBgn0013733,http://flybase.org/reports/FBgn0013733,shot,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,both,no,both,progeny,progeny,yes,yes,no,,30483,13974.66667,2941,"actin cytoskeleton organization;apposition of dorsal and ventral imaginal disc-derived wing surfaces;axon midline choice point recognition;axonogenesis;branch fusion, open tracheal system;cortical microtubule organization;cytoplasmic microtubule organization;dendrite morphogenesis;determination of muscle attachment site;dorsal closure;intermediate filament cytoskeleton organization;lumen formation, open tracheal system;microtubule bundle formation;microtubule cytoskeleton organization;microtubule-based process;muscle attachment;mushroom body development;negative regulation of microtubule depolymerization;oocyte fate determination;open tracheal system development;positive regulation of axon extension;positive regulation of filopodium assembly;regulation of axon extension;sensory organ development;wound healing","actin cytoskeleton organization;apposition of dorsal and ventral imaginal disc-derived wing surfaces;axon midline choice point recognition;axonogenesis;branch fusion, open tracheal system;cortical microtubule organization;cytoplasmic microtubule organization;dendrite morphogenesis;determination of muscle attachment site;dorsal closure;intermediate filament cytoskeleton organization;lumen formation, open tracheal system;microtubule bundle formation;microtubule cytoskeleton organization;microtubule-based process;muscle attachment;mushroom body development;negative regulation of microtubule depolymerization;oocyte fate determination;open tracheal system development;positive regulation of axon extension;positive regulation of filopodium assembly;regulation of axon extension;sensory organ development;wound healing"
2138052,CPTI001977,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138052,2138052.png,FBgn0013997,http://flybase.org/reports/FBgn0013997,Nrx-IV,no,no,no,no,yes,yes,no,no,no,no,no,no,no,both,yes,both,both,both,yes,yes,yes,,4984,2086,1633,"axon ensheathment;cell adhesion involved in heart morphogenesis;cell-cell junction organization;dorsal closure;establishment of glial blood-brain barrier;establishment or maintenance of cell polarity;heart process;nerve maturation;presynaptic membrane assembly;protein localization;regulation of tube size, open tracheal system;septate junction assembly;synaptic target recognition;synaptic vesicle docking;synaptic vesicle targeting;terminal button organization","axon ensheathment;cell adhesion involved in heart morphogenesis;cell-cell junction organization;dorsal closure;establishment of glial blood-brain barrier;establishment or maintenance of cell polarity;heart process;nerve maturation;presynaptic membrane assembly;protein localization;regulation of tube size, open tracheal system;septate junction assembly;synaptic target recognition;synaptic vesicle docking;synaptic vesicle targeting;terminal button organization"
2138103,CPTI001993,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138103,2138103.png,FBgn0031632,http://flybase.org/reports/FBgn0031632,CG15628,no,no,no,yes,no,no,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,4942.333333,12364.66667,11212,,
2138894,CPTI001997,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138894,2138894.png,FBgn0024989,http://flybase.org/reports/FBgn0024989,CG3777,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,,166,96,198,,
2138644,CPTI002049,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138644,2138644.png,FBgn0267911,http://flybase.org/reports/FBgn0267911,,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,,,,,,
2138067,CPTI002085,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138067,2138067.png,FBgn0261988,http://flybase.org/reports/FBgn0261988,Gprk2,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,4936.333333,4243.666667,1633,apical constriction involved in gastrulation;defense response to Gram-positive bacterium;imaginal disc-derived wing morphogenesis;negative regulation of smoothened signaling pathway;oocyte morphogenesis;positive regulation of Toll signaling pathway;positive regulation of antibacterial peptide biosynthetic process;positive regulation of cAMP-mediated signaling;positive regulation of receptor-mediated endocytosis;positive regulation of smoothened signaling pathway;protein phosphorylation,apical constriction involved in gastrulation;defense response to Gram-positive bacterium;imaginal disc-derived wing morphogenesis;negative regulation of smoothened signaling pathway;oocyte morphogenesis;positive regulation of Toll signaling pathway;positive regulation of antibacterial peptide biosynthetic process;positive regulation of cAMP-mediated signaling;positive regulation of receptor-mediated endocytosis;positive regulation of smoothened signaling pathway;protein phosphorylation
2138857,CPTI002102,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138857,2138857.png,FBgn0002772,http://flybase.org/reports/FBgn0002772,Mlc1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,,26.33333333,89,50,mesoderm development;muscle contraction,mesoderm development;muscle contraction
2137794,CPTI002152,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137794,2137794.png,FBgn0015773,http://flybase.org/reports/FBgn0015773,NetA,no,no,no,no,no,no,no,no,no,no,no,no,no,both,yes,progeny,progeny,both,yes,yes,yes,,259.3333333,123,152,animal organ morphogenesis;axon guidance;compound eye development;dendrite development;dendrite guidance;glial cell migration;motor neuron axon guidance;regulation of photoreceptor cell axon guidance;tissue development,animal organ morphogenesis;axon guidance;compound eye development;dendrite development;dendrite guidance;glial cell migration;motor neuron axon guidance;regulation of photoreceptor cell axon guidance;tissue development
2137940,CPTI002201,MB,https://omero1.bioch.ox.ac.uk/figure/file/2137940,2137940.png,FBgn0026418,http://flybase.org/reports/FBgn0026418,Hsc70Cb,no,yes,no,yes,no,no,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,,8182,7784.333333,4134,,
2138554,CPTI002264,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138554,2138554.png,FBgn0000711,http://flybase.org/reports/FBgn0000711,flw,no,no,no,no,yes,yes,yes,yes,no,no,no,no,yes,both,no,both,both,both,yes,yes,yes,,1022.666667,1904.666667,740,beta-catenin destruction complex disassembly;chromosome segregation;female germline ring canal formation;imaginal disc-derived wing morphogenesis;mesoderm development;negative regulation of JNK cascade;negative regulation of smoothened signaling pathway;oocyte nucleus migration involved in oocyte dorsal/ventral axis specification;ovarian nurse cell to oocyte transport;positive regulation of canonical Wnt signaling pathway;regulation of actomyosin contractile ring contraction;striated muscle tissue development,beta-catenin destruction complex disassembly;chromosome segregation;female germline ring canal formation;imaginal disc-derived wing morphogenesis;mesoderm development;negative regulation of JNK cascade;negative regulation of smoothened signaling pathway;oocyte nucleus migration involved in oocyte dorsal/ventral axis specification;ovarian nurse cell to oocyte transport;positive regulation of canonical Wnt signaling pathway;regulation of actomyosin contractile ring contraction;striated muscle tissue development
2138121,CPTI002315,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138121,2138121.png,FBgn0262559,http://flybase.org/reports/FBgn0262559,Mdh2,no,no,no,no,no,no,no,no,no,no,no,no,no,both,yes,no,no,both,yes,yes,no,,990.6666667,800,1170,activation of cysteine-type endopeptidase activity involved in apoptotic process;carbohydrate metabolic process;carboxylic acid metabolic process;larval midgut cell programmed cell death;oxidation-reduction process;positive regulation of programmed cell death;pupal development;regulation of programmed cell death;salivary gland cell autophagic cell death;salivary gland histolysis;tricarboxylic acid cycle,activation of cysteine-type endopeptidase activity involved in apoptotic process;carbohydrate metabolic process;carboxylic acid metabolic process;larval midgut cell programmed cell death;oxidation-reduction process;positive regulation of programmed cell death;pupal development;regulation of programmed cell death;salivary gland cell autophagic cell death;salivary gland histolysis;tricarboxylic acid cycle
2138311,CPTI002324,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138311,2138311.png,FBgn0027598,http://flybase.org/reports/FBgn0027598,cindr,no,no,no,no,no,yes,no,no,no,no,no,no,no,both,yes,both,both,both,yes,yes,yes,,2999.333333,3287.333333,1359,actin filament organization;adherens junction assembly;border follicle cell migration;compound eye development;compound eye morphogenesis;intercellular bridge organization;positive regulation of receptor-mediated endocytosis;regulation of cytokinesis,actin filament organization;adherens junction assembly;border follicle cell migration;compound eye development;compound eye morphogenesis;intercellular bridge organization;positive regulation of receptor-mediated endocytosis;regulation of cytokinesis
2138151,CPTI002342,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138151,2138151.png,FBgn0010215,http://flybase.org/reports/FBgn0010215,alpha-Cat,no,yes,no,no,no,yes,no,no,no,no,no,no,no,both,yes,both,both,both,yes,yes,no,1,5243,2587,726,"adherens junction assembly;adherens junction organization;apical constriction;cell adhesion;cytoskeletal anchoring at plasma membrane;dorsal closure, amnioserosa morphology change;establishment or maintenance of cell polarity;head morphogenesis","adherens junction assembly;adherens junction organization;apical constriction;cell adhesion;cytoskeletal anchoring at plasma membrane;dorsal closure, amnioserosa morphology change;establishment or maintenance of cell polarity;head morphogenesis"
2138521,CPTI002406,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138521,2138521.png,FBgn0011224,http://flybase.org/reports/FBgn0011224,heph,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,both,yes,no,no,both,yes,yes,no,,7036,14426.66667,6596,imaginal disc-derived wing margin morphogenesis;imaginal disc-derived wing vein morphogenesis;mRNA processing;negative regulation of oskar mRNA translation;oocyte microtubule cytoskeleton polarization;sperm individualization;spermatid development,imaginal disc-derived wing margin morphogenesis;imaginal disc-derived wing vein morphogenesis;mRNA processing;negative regulation of oskar mRNA translation;oocyte microtubule cytoskeleton polarization;sperm individualization;spermatid development
2138076,CPTI002408,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138076,2138076.png,FBgn0010238,http://flybase.org/reports/FBgn0010238,Lac,no,no,no,no,yes,yes,no,no,,,no,no,no,,,both,both,,yes,,no,,3816.333333,2168,6360,"cell adhesion involved in heart morphogenesis;homophilic cell adhesion via plasma membrane adhesion molecules;maintenance of epithelial integrity, open tracheal system;morphogenesis of embryonic epithelium;open tracheal system development;regulation of tube size, open tracheal system;septate junction assembly","cell adhesion involved in heart morphogenesis;homophilic cell adhesion via plasma membrane adhesion molecules;maintenance of epithelial integrity, open tracheal system;morphogenesis of embryonic epithelium;open tracheal system development;regulation of tube size, open tracheal system;septate junction assembly"
2138837,CPTI002437,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138837,2138837.png,FBgn0263594,http://flybase.org/reports/FBgn0263594,lost,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,no,no,both,yes,yes,no,,7163.333333,10015.66667,10249,"anterior/posterior pattern specification;mRNA splicing, via spliceosome;pole cell development;pole plasm mRNA localization;pole plasm oskar mRNA localization","anterior/posterior pattern specification;mRNA splicing, via spliceosome;pole cell development;pole plasm mRNA localization;pole plasm oskar mRNA localization"
2138341,CPTI002443,MB,https://omero1.bioch.ox.ac.uk/figure/file/2138341,2138341.png,FBgn0039274,http://flybase.org/reports/FBgn0039274,CG11920,no,no,no,no,no,no,no,no,no,no,no,no,no,both,no,both,both,both,yes,yes,no,1,193.6666667,101.6666667,140,rRNA processing,rRNA processing
